Bekasi;Cosmetic;16-Feb-24;APP PURINUSA EKAPERSADA, PT;‭PON24001084‬;4.500;4.500;PKT.067.043088004;Karton Shinzu'I B.Scrub 200grx48pcs (6V) New 4;4.500;09-Apr-24;design 4B, reschedule libur lebaran
;;;;;;;;;;;
Bekasi;Cosmetic;18-Mar-24;APP PURINUSA EKAPERSADA, PT;‭PON24001871‬;13.000;13.000;PKT.067.043088004;Karton Shinzu'I B.Scrub 200grx48pcs (6V) New 4;3.000;10-May-24;jadwal baru, design 4B
Bekasi;Cosmetic;18-Mar-24;APP PURINUSA EKAPERSADA, PT;‭PON24001871‬;13.000;13.000;PKT.067.043088004;Karton Shinzu'I B.Scrub 200grx48pcs (6V) New 4;3.000;14-May-24;jadwal baru, design 4B
Bekasi;Cosmetic;18-Mar-24;APP PURINUSA EKAPERSADA, PT;‭PON24001871‬;13.000;13.000;PKT.067.043088004;Karton Shinzu'I B.Scrub 200grx48pcs (6V) New 4;3.000;16-May-24;jadwal baru, design 4B
Bekasi;Cosmetic;18-Mar-24;APP PURINUSA EKAPERSADA, PT;‭PON24001871‬;13.000;13.000;PKT.067.043088004;Karton Shinzu'I B.Scrub 200grx48pcs (6V) New 4;4.000;21-May-24;jadwal baru, design 4B
;;;;;;;;;;;
Bekasi;Cosmetic;18-Mar-24;APP PURINUSA EKAPERSADA, PT;‭PON24001873‬;12.000;12.000;PKT.067.043088004;Karton Shinzu'I B.Scrub 200grx48pcs (6V) New 4;3.000;28-May-24;jadwal baru, design 4B
Bekasi;Cosmetic;18-Mar-24;APP PURINUSA EKAPERSADA, PT;‭PON24001873‬;12.000;12.000;PKT.067.043088004;Karton Shinzu'I B.Scrub 200grx48pcs (6V) New 4;3.000;30-May-24;jadwal baru, design 4B
Bekasi;Cosmetic;18-Mar-24;APP PURINUSA EKAPERSADA, PT;‭PON24001873‬;12.000;12.000;PKT.067.043088004;Karton Shinzu'I B.Scrub 200grx48pcs (6V) New 4;3.000;03-Jun-24;jadwal baru, design 4B
Bekasi;Cosmetic;18-Mar-24;APP PURINUSA EKAPERSADA, PT;‭PON24001873‬;12.000;12.000;PKT.067.043088004;Karton Shinzu'I B.Scrub 200grx48pcs (6V) New 4;3.000;06-Jun-24;jadwal baru, design 4B
;;;;;;;;;;;
Bekasi;Cosmetic;18-Mar-24;APP PURINUSA EKAPERSADA, PT;‭PON24001877‬;16.000;16.000;PKT.067.043088004;Karton Shinzu'I B.Scrub 200grx48pcs (6V) New 4;3.000;11-Jun-24;jadwal baru, design 4B
Bekasi;Cosmetic;18-Mar-24;APP PURINUSA EKAPERSADA, PT;‭PON24001877‬;16.000;16.000;PKT.067.043088004;Karton Shinzu'I B.Scrub 200grx48pcs (6V) New 4;3.000;13-Jun-24;jadwal baru, design 4B
Bekasi;Cosmetic;18-Mar-24;APP PURINUSA EKAPERSADA, PT;‭PON24001877‬;16.000;16.000;PKT.067.043088004;Karton Shinzu'I B.Scrub 200grx48pcs (6V) New 4;3.000;20-Jun-24;jadwal baru, design 4B
Bekasi;Cosmetic;18-Mar-24;APP PURINUSA EKAPERSADA, PT;‭PON24001877‬;16.000;16.000;PKT.067.043088004;Karton Shinzu'I B.Scrub 200grx48pcs (6V) New 4;3.000;25-Jun-24;jadwal baru, design 4B
Bekasi;Cosmetic;18-Mar-24;APP PURINUSA EKAPERSADA, PT;‭PON24001877‬;16.000;16.000;PKT.067.043088004;Karton Shinzu'I B.Scrub 200grx48pcs (6V) New 4;4.000;27-Jun-24;jadwal baru, design 4B
;;;;;;;;;;;
Bekasi;Cosmetic;16-Feb-24;APP PURINUSA EKAPERSADA, PT;‭PON24001082‬;3.500;3.500;PKT.067.043107000;Karton Shinzu'I B.Scrub 110grx96pcs (6V);3.500;26-Mar-24;jadwal lama, design 4B
Bekasi;Cosmetic;18-Mar-24;APP PURINUSA EKAPERSADA, PT;‭PON24001875‬;3.000;3.000;PKT.067.043107000;Karton Shinzu'I B.Scrub 110grx96pcs (6V);3.000;02-May-24;jadwal baru, design 4B
